Book	Smell_Word	Smell_Source	Quality	Sentence
gallica1060	vapeurs	cadavres|chairs|squelettes	pestilentielles	Quel appareil affreux qu ' un amphithéâtre anatomique , des cadavres puans , de baveuses et livides chairs , du sang , des intestins dégoûtans , des squelettes affreux , des vapeurs pestilentielles ! Ce n ' est pas là , sur ma parole , que J .
gallica1060	vapeurs	cadavres|chairs|squelettes	pestilentielles	Quel appareil affreux qu ' un amphithéâtre anatomique , des cadavres puans , de baveuses et livides chairs , du sang , des intestins dégoûtans , des squelettes affreux , des vapeurs pestilentielles ! Ce n ' est pas là , sur ma parole , que J .
gallica1063	odeur	ozène	mauvaise	Galien écrit : « L ' ozène est une ulcération dans la profondeur des narines , de mauvaise odeur , avec écoulement .
gallica1063	odeur	ozène	mauvaise	Galien écrit : « L ' ozène est une ulcération dans la profondeur des narines , de mauvaise odeur , avec écoulement .
gallica1063	puanteur	matière ichoreuse|humeur|mucus	fétide	< r La puanteur de la matière ichoreuse qui sort des narines , écrit cet auteur , n ' est pas un signe certain de la présence de l ' ulcère , puisqu ' on voit s ' écouler des narines une humeur fétide , qui n ' est cependant point purulenle , et qui n ' est autre chose que du mucus corrompu par son séjour , à cause de l ' ouverture étroite des narines .
gallica1063	puanteur	matière ichoreuse|humeur|mucus	fétide	< r La puanteur de la matière ichoreuse qui sort des narines , écrit cet auteur , n ' est pas un signe certain de la présence de l ' ulcère , puisqu ' on voit s ' écouler des narines une humeur fétide , qui n ' est cependant point purulenle , et qui n ' est autre chose que du mucus corrompu par son séjour , à cause de l ' ouverture étroite des narines .
gallica1063	odeur	sécrétions	mauvaise	— 1 * — spécifiques des fosses nasales : il compare la mauvaise odeur des sécrétions nasales à celle que répandent , chez quelques personnes , la sueur des pieds et les sécrétions vaginales .
gallica1063	odeur	sécrétions	mauvaise	— 1 * — spécifiques des fosses nasales : il compare la mauvaise odeur des sécrétions nasales à celle que répandent , chez quelques personnes , la sueur des pieds et les sécrétions vaginales .
gallica1063	odeur	diplococcus	mauvaise	Loewenberg , en 1883 , remarqua dans les sécrétions nasales des ozéneux un diplococcus dont les cultures reproduisaient la mauvaise odeur .
gallica1063	odeur	diplococcus	mauvaise	Loewenberg , en 1883 , remarqua dans les sécrétions nasales des ozéneux un diplococcus dont les cultures reproduisaient la mauvaise odeur .
gallica1063	odeur	matières organiques	infecte	En 1885 , Klamann décrit un micrococcus capsulé , isolé des croûtes , et , en 1887 , Hayek montre un bacille court faisant fermenter les matières organiques avec dégagement d ' odeur infecte .
gallica1063	odeur	matières organiques	infecte	En 1885 , Klamann décrit un micrococcus capsulé , isolé des croûtes , et , en 1887 , Hayek montre un bacille court faisant fermenter les matières organiques avec dégagement d ' odeur infecte .
gallica1063	odeur|odeur		mauvaise|mauvaise	le professeur Corail affirme que les cultures de ce microbe reproduisent constamment la mauvaise odeur » A côté de ces études bactériologiques , on trouve de — 15 — nombreuses théories cherchant à expliquer la mauvaise odeur on bien à éclairer la pathogénie .
gallica1063	odeur|fétide			Ne serait - ce point la raison de l ' odeur , puisqu ' une transformation épithéliale analogue s ' observe sur les organes génitaux de la femme dans le cas d ' écoulement vaginal fétide ? Enfin , en terminant cet aperçu général sur Pozène , il nous faut parler de la théorie de Zaufal ( de Prague ) exposée , en 1881 , par M .
gallica1063	odeur		mauvaise|spéciale|désagréable	ie Dr Ruault : < t L ' ozène , dit - ii , est la mauvaise odeur spéciale des sécrétions nasales qu ' on rencontre très souvent dans la rhinite atrophique , mais qui peut se montrer endehors de l ' atrophie , » En présence de cette affection si désagréable pour le malade aussi bien que pour ceux qui l ' entourent , quelles * ressources thérapeutiques possède le médecin ? , Nous les trouvons exposées d ' une façon très précise par M .
gallica1063	odeur|exhale		fétide	Mais cette atrophie est - elle précédée d ' une phase hypertrpphique , et celte hypertrophie a - t - elle elle - même porlé sur les cornets , le pharynx et le larynx à la fois ? La difficulté que présente cette étude provient de ce que nous n ' observons généralement l ' ossénéux que lorsque les lésions sont déjà étendues , car le malade se décide à consulter seulement quand il est trop incommodé par l ' odeur fétide qu ' il exhale .
gallica1063	odeur|exhale		mauvaise	Elle se plaint de maux de tête , de troubles de la menstruation , mais ce qui l ' amène consulter est la mauvaise odeur qu ' elle exhale par le nez , au point que personne ne peut rester près d ' elle .
gallica1063	odeur		exhalée|aussi infecte	L ' odeur exhalée est toujours aussi infecte ; des croûtes vertes remplissent les cavités nasales dont la dilatation , par suite do l ' atrophie des cornets , no semble pas avoir fait de progrès sensibles .
gallica1063	odeur		mauvaise	Enfin , la malade revient vers le 10 août ; à ce moment , quoique les doucheset injections avaient été délaisséesdepuis huit jours , aucune mauvaise odeur n ' est perçue , ni par l ' entourage , ni par la malade qui trouve aussi que la respiration est devenue facile et aisée .
gallica1063	odeur	croûtes	mauvaise	Lu malade raconte qu ' elle a été prise d ' un coryza qui a persisté » pendant quelque temps , puis se sont formées dest croûtes dé mauvaise odeur avec gêne de la respira - * Jusqu ' alors , le traitement a seulement consisté en douches nasales .
gallica1063	odeur	croûtes	mauvaise	Lu malade raconte qu ' elle a été prise d ' un coryza qui a persisté » pendant quelque temps , puis se sont formées dest croûtes dé mauvaise odeur avec gêne de la respira - * Jusqu ' alors , le traitement a seulement consisté en douches nasales .
gallica1063	odeur		infecte	L ' odeur est infecte .
gallica1063	odeur	croûtes	mauvaise	Le 6 janvier 1892 , la malade revient se disant complètement guérie , Plus de mauvaise odeur , Quelques croûtes encore , mais se détachant facilement .
gallica1063	odeur	croûtes	mauvaise	Le 6 janvier 1892 , la malade revient se disant complètement guérie , Plus de mauvaise odeur , Quelques croûtes encore , mais se détachant facilement .
gallica1065	exhaler|parfums	fleurs des champs|leurs		Comme on voit , après une nuit d ' orage , les fleurs des champs , couchées par terre et en désordre , chargées encore de pluie , se relever peu à peu , sous le souffle de la brise matinale , et , aux rayons du soleil qui reparaît , exhaler de nouveau leurs parfums , au sein de la nature consolée : telles nos âmes dévastées par les passions , telles les nations elles - mêmes brisées par la tempête , quand elles viennent à recevoir l ' influence de la Charité de Jésus - Christ .
gallica1065	émanations	fruits	fécondes	Telles sont , Nos TRÈS - CHERS FRÈRES , les fécondes émanations , les fruits de vie , les grandeurs , les sublimités , les magnificences , ou plutôt , comme dit saint Paul , la largeur et la longueur , ia hauteur et la profondeur , toutes les divines dimensions , - en un mot , de la Charité chrétienne .
gallica1065	émanations	fruits	fécondes	Telles sont , Nos TRÈS - CHERS FRÈRES , les fécondes émanations , les fruits de vie , les grandeurs , les sublimités , les magnificences , ou plutôt , comme dit saint Paul , la largeur et la longueur , ia hauteur et la profondeur , toutes les divines dimensions , - en un mot , de la Charité chrétienne .
gallica1070	parfums	arbres		Une jeune fille , fraîche et radieuse , va droit devant elle au hasard , et sans doute enivrée par les parfums de l ' air et des arbres .
gallica1071	odeur	chaux		» Si le coal - tar produit constamment ces résultats , nous serions disposé à croire que l ' emploi en petite quantité de la chaux qui a servi à l ' épuration du gaz , et qui répand une odeur analogue à celle du coal - tar , produirait les mêmes résulats .
gallica1071	odeur	lard	bonne	Je crois devoir les reproduire pour vous prouver que ces animaux méritent tous vos soins : Entrons dans cette chaumière D ' où sort la bonne odeur du lard ! La soupe aux choux à sa manière Fait les doux yeux : prenons - y part .
gallica1071	odeur	lard	bonne	Je crois devoir les reproduire pour vous prouver que ces animaux méritent tous vos soins : Entrons dans cette chaumière D ' où sort la bonne odeur du lard ! La soupe aux choux à sa manière Fait les doux yeux : prenons - y part .
gallica1071	parfums	fleurs		Et , de notre côté , ne semblons - nous pas dire : Arbres et fleurs , prodiguez vite L ' ombre eï les parfums en ce lieu ; Oiselets qu ' une feuille abrite , Célébrez la bon té de Dieu .
gallica1071	aromatiques	romarin|autres plantes		Préservez - les de toute embûche D ' oiseaux , frêlons et papillons ; Car c ' est un trésor , une ruche Pleine de ses fauves rayons ; Si le vin pur nous fortifie , Le miel contient un doux esprit Qui , bien portants , nous purilie , Et qui , malades , nous guérit ! Il convient de placer dans les environs des ruchers du thym , du laurier , du romarin et les autres plantes aromatiques que les abeilles recherchent et qui sont utiles à leur santé .
gallica1071	parfumée	miel|liqueur		Du miel la liqueur parfumée Calme la soif et la douleur ; La cire , en flambeau transformée , Des ténèbres chasse l horreur .
gallica1071	arôme	pommes		Les pommes , sans distinction des espèces , sans égard à leur degré de maturité , sont entassées ensemble et exposées aux pluies , aux gelées , et , sous ces influences et par la fermentation qui se développe dans le monceau , perdent leur arôme , se détériorent et ne produisent qu ' un cidre de qualité inférieure .
gallica1071	parfum	pommes		Les pommes conserveraient leur parfum et donneraient un excellent bouquet au cidre .
gallica1071	odeur	glui|fûts|ustensiles du pressoir	aucune	Le glui , les fûts , les ustensiles du pressoir ne doivent avoir aucune odeur .
gallica1071	odeur	glui|fûts|ustensiles du pressoir	aucune	Le glui , les fûts , les ustensiles du pressoir ne doivent avoir aucune odeur .
gallica1071	parfum	mousse|fleur|feuille qui pousse		L ' insecte qui se meut , le moindre brin de mousse , 4 Le parfum de la fleur ou la feuille qui pousse Sont bien autrement merveilleux Que tous les monuments dont l ' homme est orgueilleux .
gallica1071	odorat	fleurs		Certaines fleurs ne se bornent pas à charmer notre vue ou notre odorat , elles se chargent encore de nous indiquer les heures .
gallica1071	excréments	humains		Les excréments humains sont déposés de toutes parts avec indécence , autour des habitations .
gallica1071	émanations	eaux corrompues	délétères	Mes animaux ne seront point contraints de s ' abreuver d ' eaux corrompues , et je ne serai point exposé moi - même à respirer des émanations délétères .
gallica1071	émanations	eaux corrompues	délétères	Mes animaux ne seront point contraints de s ' abreuver d ' eaux corrompues , et je ne serai point exposé moi - même à respirer des émanations délétères .
gallica1071	odeur	colombier	pénétrante	A moins que la laiterie ne soit voûtée , cette disposition doit être proscrite parce que , malgré toutes les précautions que l ' on peut prendre , l ' odeur pénétrante du colombier peut arriver jusque dans la laiterie .
gallica1071	odeur	colombier	pénétrante	A moins que la laiterie ne soit voûtée , cette disposition doit être proscrite parce que , malgré toutes les précautions que l ' on peut prendre , l ' odeur pénétrante du colombier peut arriver jusque dans la laiterie .
gallica1071	parfums	fleurs		Nos amis aimaient à prolonger les soirées sur ce balcon , à sentir les parfums des fleurs que la brise leur apportait , à entendre le bruit lointain de la ville s ' éteignant peu à peu , et à écouter le silence des champs qui les environnaient .
gallica1071	parfumé	champignons comestibles		Mousseron Indigène plus parfumé des champignons comestibles .
gallica1071	aromatique	Orange indigène		Orange indigène Goût aromatique très - agréable .
gallica1071	aromatiques		légèrement amères	jPêche Asie Fleur purgative , feuilles aromatiques légèrement amères , fruit délicat .
gallica1071	Saveur		piquante|agréable	Saveur piquante ' , et agréable , excite l ' appétit .
gallica1071	Odeur		suave	, Tous pays Odeur suave ; la fleur du cynorrhodon ou rosier sauvage s ' emploie en médecine comme astringent .
gallica1074	odeur	substances	désagréables	Outre que leur effet est incertain , que leur administration détermine souvent des vomissements , de la diarrhée , des coliques , et parfois des accidents plus graves , ces substances ont un goût et une odeur des plus désagréables ; pour les absorber , il est nécessaire de boire beaucoup de liquide ; souvent ils sont d ' une amertume repoussante qui les rend difficiles à avaler .
