Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
254-38	effluvium	from , the mud of ponds and ditches										always injurious , and often fatal , to the human constitution | always injurious , and often fatal , to the human constitution	Fear | Fear	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Ague and typhoid fever are likely to be engendered from such a cause, there being no fact in the whole range of medical science more clearly established, and more universally admitted, than that the effluvium. from, the mud of ponds and ditches is a subtile poison, always injurious, and often fatal, to the human constitution.
265-44	effluvia	the sewage				would , in all probability , be harmless				further away from the dwellings		becoming diluted | becoming diluted	Anticipation | Anticipation	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	However undesirable draining into open ditches may be, in the abovementioned case, it would be infinitely preferable to what at present exists, by carrying the sewage further away from the dwellings, and into an open space, where the effluvia becoming diluted would, in all probability, be harmless. 24 An open ditch, beginning by a dead head at the southern extremity of Berkeley-street, after running a course of about two hundred and fifty or three hundred yards, discharges itself into the sewer in Swan-lane.
266-8	smell	The ditch														006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The ditch itself is clean and without smell, and receives the drainage of ten small houses.
276-5	effluvia	by the action of sulpuric acid upon raw bones , blood , pieces of skin , soot , sugarscum , and such-like ingredients			The worst kinds of											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The worst kinds of effluvia are generated by the action of sulpuric acid upon raw bones, blood, pieces of skin, soot, sugarscum, and such-like ingredients.
277-4	smell		the atmosphere		strong | acid				while the mixing is going on	in the neighbourhood of the factories						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	A strong acid smell also always pervades the atmosphere in the neighbourhood of the factories, while the mixing is going on.
294-19	stenches									from the premises of Messrs						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	In consequence of a letter addressed to me in the beginning of the month, complaining of the stenches emanating from the premises of Messrs.
296-12	smell	manure in open vessels		by almost every passenger		that remarks thereon were uttered by almost every passenger				in the street		so offensive | so offensive	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The men were making manure in open vessels, and the smell in the street was so offensive, that remarks thereon were uttered by almost every passenger.
298-57	fetid	patent manure	gases		fetid											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	To conclude, 1 am of opinion that patent manure may be made in properly closed vessels without nuisance, and that all manufacturers of that article, whose premises are offensive to the neighbouring inhabitants, should be compelled to erect proper machinery for conducting the operation of mixing in such a manner that the fetid gases exhaled therefrom be carried into a high shaft, and if they are still found to be a nuisance, that they be burned by passing through a coke fire before escaping into the air.
299-15	smells	pools of stagnant water			foul	injurious to the health of the neighbours			after rain	from the premises 47 and 48 , Lower Queen-street						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	A statement was made at the last meeting of this Board, that foul smells, injurious to the health of the neighbours, were given out from the premises 47 and 48, Lower Queen-street, and that 26 after rain, there existsd in the back yards, pools of stagnant water.
302-17	smell	pool of stagnant water		I	foul					The yards						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The yards in other respects are clean and orderly, I never could perceive any foul smell, or did I observe any pool of stagnant water, and in this statement I am borne out by the testimony of the Surveyor and other Officers of this Vestry.
1-33	olfactory	paradise		my	olfactory											007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	Irishmen who do me the honour of tasting this light omelette of scientific literature will have noticed, I am sure, that I have not included the sister isle in my olfactory paradise.
5-12	stench	of parboiled cabbage		my	steamy | fumous					the restaurant-car of the train for Belfast—yes		there sticks horrible to my memory	Nostalgia			007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	And there sticks horrible to my memory the fumous and steamy stench of parboiled cabbage that filled the restaurant-car of the train for Belfast—yes!
8-34	odour				luscious | washy							I | I	Nostalgia | Nostalgia	 | 	 | 	007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	it was the Irish Sea, and I stepped on to the train straight from the mail-boat, so that ... in a word, I remember that luscious but washy odour too vividly to bestow upon Ireland the white flower of a stenchless life.
8-46	stenchless	life			stenchless											007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	it was the Irish Sea, and I stepped on to the train straight from the mail-boat, so that ... in a word, I remember that luscious but washy odour too vividly to bestow upon Ireland the white flower of a stenchless life.
10-16	perfume			my	little											007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	Let me, however, in justice to that grief-stricken country, spray a little perfume over my too pungent observations.
13-27	smell	of turf-smoke	into the soft air of the twilight		pungent | rich					from low chimneys		And linked in memory with that evening ’ s glory there comes , like the gentle strain of a long-forgotten song	Nostalgia			007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	And linked in memory with that evening’s glory there comes, like the gentle strain of a long-forgotten song, the rich, pungent smell of turf-smoke eddying blue from low chimneys into the soft air of the twilight.
19-25	fragrance				faint | ineffable	and brings also	heliotrope					the same inseparable blending of emotions that clings	Nostalgia			007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	It grew by a cottage just beyond a grey granite fishing-harbour in Dublin Bay, and brings also, with its faint, ineffable fragrance, the same inseparable blending of emotions that clings, itself a never-dying odour, to the memory of holidays 5in Ireland.
19-39	odour				never-dying							the same inseparable blending of emotions that clings	Nostalgia			007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	It grew by a cottage just beyond a grey granite fishing-harbour in Dublin Bay, and brings also, with its faint, ineffable fragrance, the same inseparable blending of emotions that clings, itself a never-dying odour, to the memory of holidays 5in Ireland.
23-48	odours			the English public								over-obtrusive | over-obtrusive	Disgust | Disgust	Negative | Negative	 | 	007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	It is an historical fact that the movement which rendered England the pioneer country in the matter of Public Health received its first impulse from, and even now owes its continued existence to, the simple accident that the English public has grown intolerant of over-obtrusive odours.
24-1	Stenches										now					007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	Stenches have attained to the dignity of a legal topic of interest, and are now by Act of Parliament become “nuisances” in law as well as in nature, with the result that they have been, for the most part, banished from the face of the land and the noses of its inhabitants.
25-21	stenches					breed epidemic diseases										007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	The reason assigned by the man in the street for this reform was, and indeed still is, that stenches breed epidemic diseases.
26-4	smell			people	noisome	imagine a deadly pestilence										007E Dan McKenzie 1923 Aromatics and the soul__748_MED.tsv	femke.tsv	In a noisome smell people imagine a deadly pestilence, probably because patients affected with such epidemic diseases as smallpox, typhus, and diphtheria, give off nauseating odours.
