Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
8-21	olfatto											gradevole | gradevole	Trust	Positive		ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Errore questo che bisogna sradicare, non avendo in genere i profumi che un’azione gradevole per l’olfatto, ma punto efficace contro i microrganismi patogeni.
9-8	odoranti	I vegetali	le materie		odoranti											ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	I vegetali forniscono quasi tutte le materie odoranti, e il regno animale non ci fornisce che l’ambra, il muschio, lo zibetto.
10-17	profumi															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Ma, i progressi della chimica hanno condotto alla scoperta del modo di ottenere artificialmente molti profumi, che a poco a poco vengono introdotti nell’uso della profumeria.
12-1	Profumi				artificiali											ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Profumi artificiali).
13-5	aromatiche	le piante			aromatiche					su tutta la superficie del globo | nella sua parte più calda , cioè nelle regioni intericicali						ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Numerose sono le piante aromatiche sparse su tutta la superficie del globo, ma più specialmente abbondano nella sua parte più calda, cioè nelle regioni intericicali.
14-9	profumo	il fiore														ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	In generale il fiore è la sede del profumo, ma talune piante hanno solamente le foglie, i semi, o le radici profumate e in altre tutte le varie parti sono sedi di profumi, ma tra loro differenti.
14-25	profumate	talune piante	le radici | i semi | le foglie		profumate											ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	In generale il fiore è la sede del profumo, ma talune piante hanno solamente le foglie, i semi, o le radici profumate e in altre tutte le varie parti sono sedi di profumi, ma tra loro differenti.
14-36	profumi		tutte le varie parti		differenti											ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	In generale il fiore è la sede del profumo, ma talune piante hanno solamente le foglie, i semi, o le radici profumate e in altre tutte le varie parti sono sedi di profumi, ma tra loro differenti.
15-7	profumo	singole parti														ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	La quantità di ciò che chiamiamo profumo che esiste nelle singole parti odorose è infinitesima, imponderabile nel senso pratico della parola.
15-13	odorose	singole parti			odorose											ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	La quantità di ciò che chiamiamo profumo che esiste nelle singole parti odorose è infinitesima, imponderabile nel senso pratico della parola.
16-2	profumo					vi determinano le sensazioni dell ’ odore			venendo a contatto coi nervi del nostro olfatto							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Il profumo si diffonde per particelle infinitamente piccole, le quali venendo a contatto coi nervi del nostro olfatto vi determinano le sensazioni dell’odore.
16-19	olfatto															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Il profumo si diffonde per particelle infinitamente piccole, le quali venendo a contatto coi nervi del nostro olfatto vi determinano le sensazioni dell’odore.
16-26	odore															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Il profumo si diffonde per particelle infinitamente piccole, le quali venendo a contatto coi nervi del nostro olfatto vi determinano le sensazioni dell’odore.
17-11	profumi															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Non esiste quindi misura per determinare l’intensità dei profumi.
19-2	profumi															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	I profumi sono per lo più solubili, senza scomposizione, nei corpi grassi, nell’alcool, uell’etere, e in molti altri liquidi quali il cloroformio, il bisolfuro di carbonio, la benzina, ecc.
20-4	profumi		nell ’ acqua													ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	La diffusibilità nei profumi si manifesta anche nell’acqua, che riesce facile aromatizzare versandovi alcune goccie d’una soluzione alcoolica aromatica.
20-15	aromatizzare		nell ’ acqua													ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	La diffusibilità nei profumi si manifesta anche nell’acqua, che riesce facile aromatizzare versandovi alcune goccie d’una soluzione alcoolica aromatica.
20-24	aromatica	soluzione alcoolica			aromatica											ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	La diffusibilità nei profumi si manifesta anche nell’acqua, che riesce facile aromatizzare versandovi alcune goccie d’una soluzione alcoolica aromatica.
21-13	essenze								azione della luce							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Siccome l’azione della luce ha per effetto la scomposizione delle essenze, molti gruppi delle quali riduce ad un solo tipo di profumo, se ne può indurre che questo ne sia la base comune modificata poi nei varii casi dalla presenza di altre essenze speciali.
21-25	profumo															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Siccome l’azione della luce ha per effetto la scomposizione delle essenze, molti gruppi delle quali riduce ad un solo tipo di profumo, se ne può indurre che questo ne sia la base comune modificata poi nei varii casi dalla presenza di altre essenze speciali.
21-47	essenze				speciali											ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Siccome l’azione della luce ha per effetto la scomposizione delle essenze, molti gruppi delle quali riduce ad un solo tipo di profumo, se ne può indurre che questo ne sia la base comune modificata poi nei varii casi dalla presenza di altre essenze speciali.
22-6	essenze								sotto l ’ azione della luce							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	L’alterazione che le essenze col tempo subiscono sotto l’azione della luce si chiama resinificazione ; ne abbiamo un notevole esempio nelle essenze di bergamotto, cedro, limone, arancio che finiscono col ridursi ad un profumo comune che ricorda l’essenza di trementina.
22-26	essenze	di bergamotto | cedro | limone | arancio														ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	L’alterazione che le essenze col tempo subiscono sotto l’azione della luce si chiama resinificazione ; ne abbiamo un notevole esempio nelle essenze di bergamotto, cedro, limone, arancio che finiscono col ridursi ad un profumo comune che ricorda l’essenza di trementina.
22-41	profumo				comune		che ricorda l ’ essenza di trementina									ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	L’alterazione che le essenze col tempo subiscono sotto l’azione della luce si chiama resinificazione ; ne abbiamo un notevole esempio nelle essenze di bergamotto, cedro, limone, arancio che finiscono col ridursi ad un profumo comune che ricorda l’essenza di trementina.
23-2	essenze			profumiere	più o meno volatili											ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Le essenze sono più o meno volatili e la conoscenza del grado di volatilità di quelle più comunemente usate in profumeria può riuscire utile al profumiere nello studio delle miscele.
25-4	Essenza	di rosmarino														ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Acqua 1 — Essenza di rosmarino .... 0, 2850 » scorza di limone . . 0, 2480 » scorza d’arancio » lavanda 0, 0615 » bergamotto .... 0, 0550 » prezzemolo .... 0, 0370 » petit-grain . . . . 0, 0330 » timo 0, 0220 » lemongrass .... 0,0170 » geranio di Spagna. . 0,0106 » calamo 0, 0069 » spigo 0, 0062 » fieno reciso .... 0, 0039 » geranio fraucese . . 0,0074 » rose (Turchia) . . . 0,0051 » » (Francia) ... 0, 0038 » garofano 0, 0035 » cedro 0, 0020 » pasciulì 0, 0010  Il modo di estrazione del profumo dalle materie prime influisce assai sul prodotto che si ottiene; è oramai dimostrato che il vapor d’acqua forma con le essenze, dei composti chimici ben definiti non solo, ma agisce sulle essenze stesse modificandone la composizione chimica.
25-145	profumo	dalle materie prime														ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Acqua 1 — Essenza di rosmarino .... 0, 2850 » scorza di limone . . 0, 2480 » scorza d’arancio » lavanda 0, 0615 » bergamotto .... 0, 0550 » prezzemolo .... 0, 0370 » petit-grain . . . . 0, 0330 » timo 0, 0220 » lemongrass .... 0,0170 » geranio di Spagna. . 0,0106 » calamo 0, 0069 » spigo 0, 0062 » fieno reciso .... 0, 0039 » geranio fraucese . . 0,0074 » rose (Turchia) . . . 0,0051 » » (Francia) ... 0, 0038 » garofano 0, 0035 » cedro 0, 0020 » pasciulì 0, 0010  Il modo di estrazione del profumo dalle materie prime influisce assai sul prodotto che si ottiene; è oramai dimostrato che il vapor d’acqua forma con le essenze, dei composti chimici ben definiti non solo, ma agisce sulle essenze stesse modificandone la composizione chimica.
25-169	essenze															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Acqua 1 — Essenza di rosmarino .... 0, 2850 » scorza di limone . . 0, 2480 » scorza d’arancio » lavanda 0, 0615 » bergamotto .... 0, 0550 » prezzemolo .... 0, 0370 » petit-grain . . . . 0, 0330 » timo 0, 0220 » lemongrass .... 0,0170 » geranio di Spagna. . 0,0106 » calamo 0, 0069 » spigo 0, 0062 » fieno reciso .... 0, 0039 » geranio fraucese . . 0,0074 » rose (Turchia) . . . 0,0051 » » (Francia) ... 0, 0038 » garofano 0, 0035 » cedro 0, 0020 » pasciulì 0, 0010  Il modo di estrazione del profumo dalle materie prime influisce assai sul prodotto che si ottiene; è oramai dimostrato che il vapor d’acqua forma con le essenze, dei composti chimici ben definiti non solo, ma agisce sulle essenze stesse modificandone la composizione chimica.
25-182	essenze															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Acqua 1 — Essenza di rosmarino .... 0, 2850 » scorza di limone . . 0, 2480 » scorza d’arancio » lavanda 0, 0615 » bergamotto .... 0, 0550 » prezzemolo .... 0, 0370 » petit-grain . . . . 0, 0330 » timo 0, 0220 » lemongrass .... 0,0170 » geranio di Spagna. . 0,0106 » calamo 0, 0069 » spigo 0, 0062 » fieno reciso .... 0, 0039 » geranio fraucese . . 0,0074 » rose (Turchia) . . . 0,0051 » » (Francia) ... 0, 0038 » garofano 0, 0035 » cedro 0, 0020 » pasciulì 0, 0010  Il modo di estrazione del profumo dalle materie prime influisce assai sul prodotto che si ottiene; è oramai dimostrato che il vapor d’acqua forma con le essenze, dei composti chimici ben definiti non solo, ma agisce sulle essenze stesse modificandone la composizione chimica.
26-6	profumo	del fiore d ’ arancio							ottenuto per distillazione							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Possiamo addurre ad esempio il profumo del fiore d’arancio che ottenuto per distillazione ha odore assai diverso da quello ottenuto con l’ indoratura (enfleurage) (V.
26-17	odore				assai diverso				ottenuto con l ’ indoratura ( enfleurage )							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Possiamo addurre ad esempio il profumo del fiore d’arancio che ottenuto per distillazione ha odore assai diverso da quello ottenuto con l’ indoratura (enfleurage) (V.
27-3	essenza	di fiori d ' arancio														ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Acqua ed essenza di fiori d '  arancio).
28-38	odore	del fior d ’ arancio														ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Nel primo caso si ha il cosidetto néroli o essenza di fiori d’arancio, mentre nel secondo caso si ha una miscela di olii volatili, cere, resine ecc. che costituiscono il vero odore del fior d’arancio ; il neroli ha invece odore di rifresco ossia d’acqua dolce ricca di sostanze organiche (odor di pesce d’acqua dolce.)
28-49	odore	il neroli					di rifresco ossia d ’ acqua dolce ricca di sostanze organiche | ( odor di pesce d ’ acqua dolce . )									ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Nel primo caso si ha il cosidetto néroli o essenza di fiori d’arancio, mentre nel secondo caso si ha una miscela di olii volatili, cere, resine ecc. che costituiscono il vero odore del fior d’arancio ; il neroli ha invece odore di rifresco ossia d’acqua dolce ricca di sostanze organiche (odor di pesce d’acqua dolce.)
28-62	odor	di pesce d ’ acqua dolce														ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Nel primo caso si ha il cosidetto néroli o essenza di fiori d’arancio, mentre nel secondo caso si ha una miscela di olii volatili, cere, resine ecc. che costituiscono il vero odore del fior d’arancio ; il neroli ha invece odore di rifresco ossia d’acqua dolce ricca di sostanze organiche (odor di pesce d’acqua dolce.)
29-13	essenze															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	L’azione chimica che il vapore d’acqua esercita sulle essenze è quella di diminuire in esse l’ossigeno producendo del gas carbonico.
30-2	essenze								distillate di fresco							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Molte essenze distillate di fresco riproducono assai debolmente, l ' odore delle sostanze dalle quali vennero estratte, mentre lo sviluppano molto più intensamente in seguito, per effetto dell’ossidazione che subiscono al contatto dell’aria.
30-12	odore	delle sostanze dalle quali vennero estratte			molto più intensamente				per effetto dell ’ ossidazione che subiscono al contatto dell ’ aria							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Molte essenze distillate di fresco riproducono assai debolmente, l ' odore delle sostanze dalle quali vennero estratte, mentre lo sviluppano molto più intensamente in seguito, per effetto dell’ossidazione che subiscono al contatto dell’aria.
31-10	essenze															ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Da quanto si è detto risulta che per talune essenze è necessario bandire il metodo d’estrazione a caldo per seguire invece quello a bassa temperatura, detto di infioratura.
33-3	profumi								Estrazione dei profumi mediante infioratura							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	Estrazione dei profumi mediante infioratura ).
34-26	profumi	dalle sostanze che li contengono			naturali				Estrazione							ManualeDelProfumiere-DaAnnotare__783_distribution.tsv	noemi.tsv	GENERALITÀ SULL '  INDUSTRIA DELLA PROFUMERIA E CONSIGLI PRATICI  L’ industria della profumeria comprende varii grappi di operazioni : 1. ° Estrazione dei profumi naturali dalle sostanze che li contengono 2. ° Preparazione per sintesi chimica di prodotti identici a quelli che esistono in natura ed alla cui estrazione si è accennato precedentemente; 3. ° Combinazione dei profumi, ottenuti sia nel primo che nel secondo modo, in guisa da ottenere profumi composti svariati; 4. ° Adattazione dei profumi, naturali od artificiali, alla preparazione di sostanze in uso nella toeletta, quali saponi, cosmetici, brillantine, ecc.
