Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
6-93	odorant	fleurs	l'huile		parfumé | odorant											104F Jasmine.tsv	pasquale.tsv	On peut aussi à la place des floccons de cotton & des morceaux de drap imbibez de l'huile de Ben , y employer le fruit mesme de Ben mondé, grossierement pilé, l' étendant dans un bassin & le couvrant de fleurs de Jasmin, & le tout d'un autre bassin de mesme grandeur & d'un drap, car en y procedant de mesme qu'avec l'huile, Se renouvellant les fleurs tout autant de fois, l'huile qu'on tirera par expression sans feu de ce Ben ainsi parfumé fera aussi odorant que l'autre, & se conservera de mesme.
7-54	odeur	Jasmin			bonne											104F Jasmine.tsv	pasquale.tsv	On pourroit aussi employer à cela les Amandes douces gros fierement pilées, ou leur huile de mesme que celle de Ben ; Mais on fera beaucoup mieux de n'employer que le Ben ou son huile, parce que l'huile d'Amandes gardée quelque-tems ne manque pas de rancir & de corrompre la bonne odeur du Jasmin : Ce qui n'arrive pas de l'huile de Ben.
8-47	odeur	Jasmin			bonne | sublime											104F Jasmine.tsv	pasquale.tsv	Les Anciens, & mesme quelques Modernes veulent qu'on pre• pare l'huile de Jasmin par diverses infusions de fleurs dans l'huile d'Amandes douces, ou d'Olives, & qu'on y procede de mesme que pour l'huile Rosat : Ceux qui ne rechercheront pas la bonne odeur, qui est ce que le Jasmin a de plus sublime, & qui ne voudront profiter que de sa partie herbacée & terrestre, pourront suivre cette methode; Mais le peu de vertu & le peu d'employ de cette huile ainsi preparée, détourneront comme je crois tous les Artistes de cette preparation.
11-9	odeur	sa			douce | agreable							delices	Joy	Positive		104F Jasmine.tsv	pasquale.tsv	L'huile de Jasmin est principalement estimée pour son odeur douce & agreable; Elle est aussi plus employée pour les delices de ceux qui se portent bien , que pour la guerison des malades; quoy que sa bonne odeur foit capable de les recréer, en leur fortissant le cerveau & toutes les parties nobles.
11-40	odeur	sa			bonne	fortissant le cerveau & toutes les parties nobles										104F Jasmine.tsv	pasquale.tsv	L'huile de Jasmin est principalement estimée pour son odeur douce & agreable; Elle est aussi plus employée pour les delices de ceux qui se portent bien , que pour la guerison des malades; quoy que sa bonne odeur foit capable de les recréer, en leur fortissant le cerveau & toutes les parties nobles.
2-2	odeurs															105F Les Principes de Nature.tsv	pasquale.tsv	Des odeurs.
3-26	odeurs	les elemens														105F Les Principes de Nature.tsv	pasquale.tsv	APRES auoir monstré que les elemens ont des ombres simples, extremes & opposées l'vne à l'autre, il faut aussi voir s'ils ont des odeurs, contre l'opinion des Peripateticièns, qui ne peuuent souffrir qu'aucun element pur & simple puisse auoir aucunes odeurs, non plus que des tueurs , desquelles nous ferons mention au chapitre suivuant.
3-45	odeurs	qu'aucun element pur & simple		Peripateticièns												105F Les Principes de Nature.tsv	pasquale.tsv	APRES auoir monstré que les elemens ont des ombres simples, extremes & opposées l'vne à l'autre, il faut aussi voir s'ils ont des odeurs, contre l'opinion des Peripateticièns, qui ne peuuent souffrir qu'aucun element pur & simple puisse auoir aucunes odeurs, non plus que des tueurs , desquelles nous ferons mention au chapitre suivuant.
4-12	odeurs	souffre | huile		Chymistes vulgaires												105F Les Principes de Nature.tsv	pasquale.tsv	Les Chymistes vulgaires après leur maistre Paracelse assurent que toutes les odeurs procedent du souffre ou huile : A laquelle opinion nous ne pouuons coûta, fait souscrire, dautant qu'elles ne differeroient que du plus ou du moins , & seroient toutes reduites sous vne mesme espèce, ce qui est manifestement faux: Car il n'y a celuy, quel qu'il foit, s'il n'est entièrement punais ou qu'il n'aye perdu tout à fait le sens de l'odorat, qui n'auouë ingenue' ment qu'il y a plusieurs & diuerses odeurs, lesquelles toutes sois peuuent estre comprises sous deux especes subalternes contraires , qui sont l'agréable & la des-agreable , ou si vous voulez, la douce recreant l'odorat, & l'ingrate ou fascheuse ; sous lesquelles sont contenues vnes multitude de diuerfes eipeces , que personne jusques icy n'a encores osé specifier , tant pour le nombre quasi infiny qui s'y rencontre, que pour autant que toutes celles qui font agréables & recreent l'odorat . produisent leurs effets auec tant de doucour qu'elles rauitlenttellement: la personne , qu'elle ne peut gueres bien dift, in,,uerla,diuersité' d'icelles: loint qu'ily a plusieurs 'animaux qui ont l'odorat beaucoup meilleur que l'homme lesquels en recognoissent mieux les differences, quoy qu'auec vne cognoissànce plus sensuelle, comme il appert aux chiens, lesquels par le simple odorat recognoissent aisément le chemin que leurs maistres ont tenu , quoy que plusieurs autres hommes y ayent pasle apres luy ; Et partant il cfti quasi impossible de donner des noms aux diuerses especes des odeurs bonnes & agréables: Autant en peut-on dire des mauuaises y désagréables , qui offensent tellement l'odorat qu'on les fuit d'abord, en telle sorte qu'on les peut encore moins recognoistre pour en faire quelque distinétion autre que de puantes & desagreables , iusques-là qu'elles no sont pas seulement desplaisantes à l'odorat , mais aussi il y en a de telles qu'elles offensent le cerueau , en sorte qu'elles sont capables de tuer l'homme auec plusieurs autres animaux : Et mesme cette diuersité est si grande lamatiere, qu'elles leur causent diuers symptomes & accidens, & aux autres non: Car les vnes se plaisent aux bonnes, les autres aux mauuaises odeurs & non seulement les femmes en font de grandes différences tant des bonnes que desmauuaises j &c en sentent diuers effets, mais aussi plusieurs hommes, comme pour exemple les vnsse plaisent à l'odeur des roses, des pommes & autres, & plusieurs les ont en horreur* aussi bien qu'entre les femmes, sans qu'on puisse exactement recognoistre les diuerses elpeces des odeurs, pour leur donner des noms fortables à leur diuersité ou contrariété.
4-80	l'odorat															105F Les Principes de Nature.tsv	pasquale.tsv	Les Chymistes vulgaires après leur maistre Paracelse assurent que toutes les odeurs procedent du souffre ou huile : A laquelle opinion nous ne pouuons coûta, fait souscrire, dautant qu'elles ne differeroient que du plus ou du moins , & seroient toutes reduites sous vne mesme espèce, ce qui est manifestement faux: Car il n'y a celuy, quel qu'il foit, s'il n'est entièrement punais ou qu'il n'aye perdu tout à fait le sens de l'odorat, qui n'auouë ingenue' ment qu'il y a plusieurs & diuerses odeurs, lesquelles toutes sois peuuent estre comprises sous deux especes subalternes contraires , qui sont l'agréable & la des-agreable , ou si vous voulez, la douce recreant l'odorat, & l'ingrate ou fascheuse ; sous lesquelles sont contenues vnes multitude de diuerfes eipeces , que personne jusques icy n'a encores osé specifier , tant pour le nombre quasi infiny qui s'y rencontre, que pour autant que toutes celles qui font agréables & recreent l'odorat . produisent leurs effets auec tant de doucour qu'elles rauitlenttellement: la personne , qu'elle ne peut gueres bien dift, in,,uerla,diuersité' d'icelles: loint qu'ily a plusieurs 'animaux qui ont l'odorat beaucoup meilleur que l'homme lesquels en recognoissent mieux les differences, quoy qu'auec vne cognoissànce plus sensuelle, comme il appert aux chiens, lesquels par le simple odorat recognoissent aisément le chemin que leurs maistres ont tenu , quoy que plusieurs autres hommes y ayent pasle apres luy ; Et partant il cfti quasi impossible de donner des noms aux diuerses especes des odeurs bonnes & agréables: Autant en peut-on dire des mauuaises y désagréables , qui offensent tellement l'odorat qu'on les fuit d'abord, en telle sorte qu'on les peut encore moins recognoistre pour en faire quelque distinétion autre que de puantes & desagreables , iusques-là qu'elles no sont pas seulement desplaisantes à l'odorat , mais aussi il y en a de telles qu'elles offensent le cerueau , en sorte qu'elles sont capables de tuer l'homme auec plusieurs autres animaux : Et mesme cette diuersité est si grande lamatiere, qu'elles leur causent diuers symptomes & accidens, & aux autres non: Car les vnes se plaisent aux bonnes, les autres aux mauuaises odeurs & non seulement les femmes en font de grandes différences tant des bonnes que desmauuaises j &c en sentent diuers effets, mais aussi plusieurs hommes, comme pour exemple les vnsse plaisent à l'odeur des roses, des pommes & autres, & plusieurs les ont en horreur* aussi bien qu'entre les femmes, sans qu'on puisse exactement recognoistre les diuerses elpeces des odeurs, pour leur donner des noms fortables à leur diuersité ou contrariété.
4-93	odeurs			celuy	diuerses | plusieurs | l'agréable | des-agreable | douce | l'ingrate | fascheuse											105F Les Principes de Nature.tsv	pasquale.tsv	Les Chymistes vulgaires après leur maistre Paracelse assurent que toutes les odeurs procedent du souffre ou huile : A laquelle opinion nous ne pouuons coûta, fait souscrire, dautant qu'elles ne differeroient que du plus ou du moins , & seroient toutes reduites sous vne mesme espèce, ce qui est manifestement faux: Car il n'y a celuy, quel qu'il foit, s'il n'est entièrement punais ou qu'il n'aye perdu tout à fait le sens de l'odorat, qui n'auouë ingenue' ment qu'il y a plusieurs & diuerses odeurs, lesquelles toutes sois peuuent estre comprises sous deux especes subalternes contraires , qui sont l'agréable & la des-agreable , ou si vous voulez, la douce recreant l'odorat, & l'ingrate ou fascheuse ; sous lesquelles sont contenues vnes multitude de diuerfes eipeces , que personne jusques icy n'a encores osé specifier , tant pour le nombre quasi infiny qui s'y rencontre, que pour autant que toutes celles qui font agréables & recreent l'odorat . produisent leurs effets auec tant de doucour qu'elles rauitlenttellement: la personne , qu'elle ne peut gueres bien dift, in,,uerla,diuersité' d'icelles: loint qu'ily a plusieurs 'animaux qui ont l'odorat beaucoup meilleur que l'homme lesquels en recognoissent mieux les differences, quoy qu'auec vne cognoissànce plus sensuelle, comme il appert aux chiens, lesquels par le simple odorat recognoissent aisément le chemin que leurs maistres ont tenu , quoy que plusieurs autres hommes y ayent pasle apres luy ; Et partant il cfti quasi impossible de donner des noms aux diuerses especes des odeurs bonnes & agréables: Autant en peut-on dire des mauuaises y désagréables , qui offensent tellement l'odorat qu'on les fuit d'abord, en telle sorte qu'on les peut encore moins recognoistre pour en faire quelque distinétion autre que de puantes & desagreables , iusques-là qu'elles no sont pas seulement desplaisantes à l'odorat , mais aussi il y en a de telles qu'elles offensent le cerueau , en sorte qu'elles sont capables de tuer l'homme auec plusieurs autres animaux : Et mesme cette diuersité est si grande lamatiere, qu'elles leur causent diuers symptomes & accidens, & aux autres non: Car les vnes se plaisent aux bonnes, les autres aux mauuaises odeurs & non seulement les femmes en font de grandes différences tant des bonnes que desmauuaises j &c en sentent diuers effets, mais aussi plusieurs hommes, comme pour exemple les vnsse plaisent à l'odeur des roses, des pommes & autres, & plusieurs les ont en horreur* aussi bien qu'entre les femmes, sans qu'on puisse exactement recognoistre les diuerses elpeces des odeurs, pour leur donner des noms fortables à leur diuersité ou contrariété.
4-122	l'odorat															105F Les Principes de Nature.tsv	pasquale.tsv	Les Chymistes vulgaires après leur maistre Paracelse assurent que toutes les odeurs procedent du souffre ou huile : A laquelle opinion nous ne pouuons coûta, fait souscrire, dautant qu'elles ne differeroient que du plus ou du moins , & seroient toutes reduites sous vne mesme espèce, ce qui est manifestement faux: Car il n'y a celuy, quel qu'il foit, s'il n'est entièrement punais ou qu'il n'aye perdu tout à fait le sens de l'odorat, qui n'auouë ingenue' ment qu'il y a plusieurs & diuerses odeurs, lesquelles toutes sois peuuent estre comprises sous deux especes subalternes contraires , qui sont l'agréable & la des-agreable , ou si vous voulez, la douce recreant l'odorat, & l'ingrate ou fascheuse ; sous lesquelles sont contenues vnes multitude de diuerfes eipeces , que personne jusques icy n'a encores osé specifier , tant pour le nombre quasi infiny qui s'y rencontre, que pour autant que toutes celles qui font agréables & recreent l'odorat . produisent leurs effets auec tant de doucour qu'elles rauitlenttellement: la personne , qu'elle ne peut gueres bien dift, in,,uerla,diuersité' d'icelles: loint qu'ily a plusieurs 'animaux qui ont l'odorat beaucoup meilleur que l'homme lesquels en recognoissent mieux les differences, quoy qu'auec vne cognoissànce plus sensuelle, comme il appert aux chiens, lesquels par le simple odorat recognoissent aisément le chemin que leurs maistres ont tenu , quoy que plusieurs autres hommes y ayent pasle apres luy ; Et partant il cfti quasi impossible de donner des noms aux diuerses especes des odeurs bonnes & agréables: Autant en peut-on dire des mauuaises y désagréables , qui offensent tellement l'odorat qu'on les fuit d'abord, en telle sorte qu'on les peut encore moins recognoistre pour en faire quelque distinétion autre que de puantes & desagreables , iusques-là qu'elles no sont pas seulement desplaisantes à l'odorat , mais aussi il y en a de telles qu'elles offensent le cerueau , en sorte qu'elles sont capables de tuer l'homme auec plusieurs autres animaux : Et mesme cette diuersité est si grande lamatiere, qu'elles leur causent diuers symptomes & accidens, & aux autres non: Car les vnes se plaisent aux bonnes, les autres aux mauuaises odeurs & non seulement les femmes en font de grandes différences tant des bonnes que desmauuaises j &c en sentent diuers effets, mais aussi plusieurs hommes, comme pour exemple les vnsse plaisent à l'odeur des roses, des pommes & autres, & plusieurs les ont en horreur* aussi bien qu'entre les femmes, sans qu'on puisse exactement recognoistre les diuerses elpeces des odeurs, pour leur donner des noms fortables à leur diuersité ou contrariété.
